date,item_id,item_name,day_of_week,is_weekend,demand,unit_cost,selling_price,holding_cost,shortage_cost,shelf_life_days,lead_time_days
2025-03-23,3,Salad,6,1,38,4.85,10.12,0.38,1.89,3,1
2025-03-24,3,Salad,0,0,29,4.85,10.12,0.38,1.89,3,1
2025-03-25,3,Salad,1,0,30,4.85,10.12,0.38,1.89,3,1
2025-03-26,3,Salad,2,0,26,4.85,10.12,0.38,1.89,3,1
2025-03-27,3,Salad,3,0,30,4.85,10.12,0.38,1.89,3,1
2025-03-28,3,Salad,4,0,36,4.85,10.12,0.38,1.89,3,1
2025-03-29,3,Salad,5,1,43,4.85,10.12,0.38,1.89,3,1
2025-03-30,3,Salad,6,1,42,4.85,10.12,0.38,1.89,3,1
2025-03-31,3,Salad,0,0,23,4.85,10.12,0.38,1.89,3,1
2025-01-01,4,Wrap,2,0,33,4.9,10.25,0.38,1.89,4,1
2025-01-02,4,Wrap,3,0,23,4.9,10.25,0.38,1.89,4,1
2025-01-03,4,Wrap,4,0,27,4.9,10.25,0.38,1.89,4,1
2025-01-04,4,Wrap,5,1,36,4.9,10.25,0.38,1.89,4,1
2025-01-05,4,Wrap,6,1,36,4.9,10.25,0.38,1.89,4,1
2025-01-06,4,Wrap,0,0,24,4.9,10.25,0.38,1.89,4,1
2025-01-07,4,Wrap,1,0,36,4.9,10.25,0.38,1.89,4,1
2025-01-08,4,Wrap,2,0,35,4.9,10.25,0.38,1.89,4,1
2025-01-09,4,Wrap,3,0,31,4.9,10.25,0.38,1.89,4,1
2025-01-10,4,Wrap,4,0,34,4.9,10.25,0.38,1.89,4,1
2025-01-11,4,Wrap,5,1,47,4.9,10.25,0.38,1.89,4,1
2025-01-12,4,Wrap,6,1,32,4.9,10.25,0.38,1.89,4,1
2025-01-13,4,Wrap,0,0,15,4.9,10.25,0.38,1.89,4,1
2025-01-14,4,Wrap,1,0,33,4.9,10.25,0.38,1.89,4,1
2025-01-15,4,Wrap,2,0,24,4.9,10.25,0.38,1.89,4,1
2025-01-16,4,Wrap,3,0,28,4.9,10.25,0.38,1.89,4,1
2025-01-17,4,Wrap,4,0,38,4.9,10.25,0.38,1.89,4,1
2025-01-18,4,Wrap,5,1,28,4.9,10.25,0.38,1.89,4,1
2025-01-19,4,Wrap,6,1,27,4.9,10.25,0.38,1.89,4,1
2025-01-20,4,Wrap,0,0,17,4.9,10.25,0.38,1.89,4,1
2025-01-21,4,Wrap,1,0,22,4.9,10.25,0.38,1.89,4,1
2025-01-22,4,Wrap,2,0,29,4.9,10.25,0.38,1.89,4,1
2025-01-23,4,Wrap,3,0,30,4.9,10.25,0.38,1.89,4,1
2025-01-24,4,Wrap,4,0,34,4.9,10.25,0.38,1.89,4,1
2025-01-25,4,Wrap,5,1,30,4.9,10.25,0.38,1.89,4,1
2025-01-26,4,Wrap,6,1,22,4.9,10.25,0.38,1.89,4,1
2025-01-27,4,Wrap,0,0,25,4.9,10.25,0.38,1.89,4,1
2025-01-28,4,Wrap,1,0,28,4.9,10.25,0.38,1.89,4,1
2025-01-29,4,Wrap,2,0,34,4.9,10.25,0.38,1.89,4,1
2025-01-30,4,Wrap,3,0,31,4.9,10.25,0.38,1.89,4,1
2025-01-31,4,Wrap,4,0,34,4.9,10.25,0.38,1.89,4,1
2025-02-01,4,Wrap,5,1,41,4.9,10.25,0.38,1.89,4,1
2025-02-02,4,Wrap,6,1,35,4.9,10.25,0.38,1.89,4,1
2025-02-03,4,Wrap,0,0,28,4.9,10.25,0.38,1.89,4,1
2025-02-04,4,Wrap,1,0,23,4.9,10.25,0.38,1.89,4,1
2025-02-05,4,Wrap,2,0,27,4.9,10.25,0.38,1.89,4,1
2025-02-06,4,Wrap,3,0,29,4.9,10.25,0.38,1.89,4,1
2025-02-07,4,Wrap,4,0,37,4.9,10.25,0.38,1.89,4,1
2025-02-08,4,Wrap,5,1,35,4.9,10.25,0.38,1.89,4,1
2025-02-09,4,Wrap,6,1,37,4.9,10.25,0.38,1.89,4,1
2025-02-10,4,Wrap,0,0,24,4.9,10.25,0.38,1.89,4,1
2025-02-11,4,Wrap,1,0,26,4.9,10.25,0.38,1.89,4,1
2025-02-12,4,Wrap,2,0,32,4.9,10.25,0.38,1.89,4,1
2025-02-13,4,Wrap,3,0,19,4.9,10.25,0.38,1.89,4,1
2025-02-14,4,Wrap,4,0,28,4.9,10.25,0.38,1.89,4,1
2025-02-15,4,Wrap,5,1,31,4.9,10.25,0.38,1.89,4,1
2025-02-16,4,Wrap,6,1,24,4.9,10.25,0.38,1.89,4,1
2025-02-17,4,Wrap,0,0,23,4.9,10.25,0.38,1.89,4,1
2025-02-18,4,Wrap,1,0,35,4.9,10.25,0.38,1.89,4,1
2025-02-19,4,Wrap,2,0,32,4.9,10.25,0.38,1.89,4,1
2025-02-20,4,Wrap,3,0,30,4.9,10.25,0.38,1.89,4,1
2025-02-21,4,Wrap,4,0,39,4.9,10.25,0.38,1.89,4,1
2025-02-22,4,Wrap,5,1,45,4.9,10.25,0.38,1.89,4,1
2025-02-23,4,Wrap,6,1,35,4.9,10.25,0.38,1.89,4,1
2025-02-24,4,Wrap,0,0,33,4.9,10.25,0.38,1.89,4,1
2025-02-25,4,Wrap,1,0,27,4.9,10.25,0.38,1.89,4,1
2025-02-26,4,Wrap,2,0,24,4.9,10.25,0.38,1.89,4,1
2025-02-27,4,Wrap,3,0,27,4.9,10.25,0.38,1.89,4,1
2025-02-28,4,Wrap,4,0,27,4.9,10.25,0.38,1.89,4,1
2025-03-01,4,Wrap,5,1,34,4.9,10.25,0.38,1.89,4,1
2025-03-02,4,Wrap,6,1,34,4.9,10.25,0.38,1.89,4,1
2025-03-03,4,Wrap,0,0,30,4.9,10.25,0.38,1.89,4,1
2025-03-04,4,Wrap,1,0,36,4.9,10.25,0.38,1.89,4,1
2025-03-05,4,Wrap,2,0,22,4.9,10.25,0.38,1.89,4,1
2025-03-06,4,Wrap,3,0,32,4.9,10.25,0.38,1.89,4,1
2025-03-07,4,Wrap,4,0,30,4.9,10.25,0.38,1.89,4,1
2025-03-08,4,Wrap,5,1,41,4.9,10.25,0.38,1.89,4,1
2025-03-09,4,Wrap,6,1,35,4.9,10.25,0.38,1.89,4,1
2025-03-10,4,Wrap,0,0,18,4.9,10.25,0.38,1.89,4,1
2025-03-11,4,Wrap,1,0,37,4.9,10.25,0.38,1.89,4,1
2025-03-12,4,Wrap,2,0,31,4.9,10.25,0.38,1.89,4,1
2025-03-13,4,Wrap,3,0,27,4.9,10.25,0.38,1.89,4,1
2025-03-14,4,Wrap,4,0,30,4.9,10.25,0.38,1.89,4,1
2025-03-15,4,Wrap,5,1,36,4.9,10.25,0.38,1.89,4,1
2025-03-16,4,Wrap,6,1,38,4.9,10.25,0.38,1.89,4,1
2025-03-17,4,Wrap,0,0,26,4.9,10.25,0.38,1.89,4,1
2025-03-18,4,Wrap,1,0,30,4.9,10.25,0.38,1.89,4,1
2025-03-19,4,Wrap,2,0,31,4.9,10.25,0.38,1.89,4,1
2025-03-20,4,Wrap,3,0,37,4.9,10.25,0.38,1.89,4,1
2025-03-21,4,Wrap,4,0,34,4.9,10.25,0.38,1.89,4,1
2025-03-22,4,Wrap,5,1,33,4.9,10.25,0.38,1.89,4,1
2025-03-23,4,Wrap,6,1,42,4.9,10.25,0.38,1.89,4,1
2025-03-24,4,Wrap,0,0,26,4.9,10.25,0.38,1.89,4,1
2025-03-25,4,Wrap,1,0,34,4.9,10.25,0.38,1.89,4,1
2025-03-26,4,Wrap,2,0,32,4.9,10.25,0.38,1.89,4,1
2025-03-27,4,Wrap,3,0,30,4.9,10.25,0.38,1.89,4,1
2025-03-28,4,Wrap,4,0,38,4.9,10.25,0.38,1.89,4,1
2025-03-29,4,Wrap,5,1,50,4.9,10.25,0.38,1.89,4,1
2025-03-30,4,Wrap,6,1,47,4.9,10.25,0.38,1.89,4,1
2025-03-31,4,Wrap,0,0,28,4.9,10.25,0.38,1.89,4,1
2025-01-01,5,Fried Rice,2,0,37,5.0,10.5,0.38,1.9,4,1
2025-01-02,5,Fried Rice,3,0,28,5.0,10.5,0.38,1.9,4,1
2025-01-03,5,Fried Rice,4,0,40,5.0,10.5,0.38,1.9,4,1
2025-01-04,5,Fried Rice,5,1,42,5.0,10.5,0.38,1.9,4,1
2025-01-05,5,Fried Rice,6,1,41,5.0,10.5,0.38,1.9,4,1
2025-01-06,5,Fried Rice,0,0,25,5.0,10.5,0.38,1.9,4,1
2025-01-07,5,Fried Rice,1,0,27,5.0,10.5,0.38,1.9,4,1
2025-01-08,5,Fried Rice,2,0,27,5.0,10.5,0.38,1.9,4,1
2025-01-09,5,Fried Rice,3,0,27,5.0,10.5,0.38,1.9,4,1
2025-01-10,5,Fried Rice,4,0,36,5.0,10.5,0.38,1.9,4,1
2025-01-11,5,Fried Rice,5,1,41,5.0,10.5,0.38,1.9,4,1
2025-01-12,5,Fried Rice,6,1,49,5.0,10.5,0.38,1.9,4,1
2025-01-13,5,Fried Rice,0,0,35,5.0,10.5,0.38,1.9,4,1
2025-01-14,5,Fried Rice,1,0,25,5.0,10.5,0.38,1.9,4,1
2025-01-15,5,Fried Rice,2,0,34,5.0,10.5,0.38,1.9,4,1
2025-01-16,5,Fried Rice,3,0,31,5.0,10.5,0.38,1.9,4,1
2025-01-17,5,Fried Rice,4,0,37,5.0,10.5,0.38,1.9,4,1
2025-01-18,5,Fried Rice,5,1,44,5.0,10.5,0.38,1.9,4,1
2025-01-19,5,Fried Rice,6,1,43,5.0,10.5,0.38,1.9,4,1
2025-01-20,5,Fried Rice,0,0,28,5.0,10.5,0.38,1.9,4,1
2025-01-21,5,Fried Rice,1,0,36,5.0,10.5,0.38,1.9,4,1
2025-01-22,5,Fried Rice,2,0,27,5.0,10.5,0.38,1.9,4,1
2025-01-23,5,Fried Rice,3,0,33,5.0,10.5,0.38,1.9,4,1
2025-01-24,5,Fried Rice,4,0,52,5.0,10.5,0.38,1.9,4,1
2025-01-25,5,Fried Rice,5,1,45,5.0,10.5,0.38,1.9,4,1
2025-01-26,5,Fried Rice,6,1,48,5.0,10.5,0.38,1.9,4,1
2025-01-27,5,Fried Rice,0,0,30,5.0,10.5,0.38,1.9,4,1
2025-01-28,5,Fried Rice,1,0,40,5.0,10.5,0.38,1.9,4,1
2025-01-29,5,Fried Rice,2,0,38,5.0,10.5,0.38,1.9,4,1
2025-01-30,5,Fried Rice,3,0,33,5.0,10.5,0.38,1.9,4,1
2025-01-31,5,Fried Rice,4,0,36,5.0,10.5,0.38,1.9,4,1
2025-02-01,5,Fried Rice,5,1,47,5.0,10.5,0.38,1.9,4,1
2025-02-02,5,Fried Rice,6,1,37,5.0,10.5,0.38,1.9,4,1
2025-02-03,5,Fried Rice,0,0,34,5.0,10.5,0.38,1.9,4,1
2025-02-04,5,Fried Rice,1,0,37,5.0,10.5,0.38,1.9,4,1
2025-02-05,5,Fried Rice,2,0,35,5.0,10.5,0.38,1.9,4,1
2025-02-06,5,Fried Rice,3,0,33,5.0,10.5,0.38,1.9,4,1
2025-02-07,5,Fried Rice,4,0,42,5.0,10.5,0.38,1.9,4,1
2025-02-08,5,Fried Rice,5,1,43,5.0,10.5,0.38,1.9,4,1
2025-02-09,5,Fried Rice,6,1,46,5.0,10.5,0.38,1.9,4,1
2025-02-10,5,Fried Rice,0,0,21,5.0,10.5,0.38,1.9,4,1
2025-02-11,5,Fried Rice,1,0,30,5.0,10.5,0.38,1.9,4,1
2025-02-12,5,Fried Rice,2,0,23,5.0,10.5,0.38,1.9,4,1
2025-02-13,5,Fried Rice,3,0,27,5.0,10.5,0.38,1.9,4,1
2025-02-14,5,Fried Rice,4,0,48,5.0,10.5,0.38,1.9,4,1
2025-02-15,5,Fried Rice,5,1,50,5.0,10.5,0.38,1.9,4,1
2025-02-16,5,Fried Rice,6,1,38,5.0,10.5,0.38,1.9,4,1
2025-02-17,5,Fried Rice,0,0,24,5.0,10.5,0.38,1.9,4,1
2025-02-18,5,Fried Rice,1,0,23,5.0,10.5,0.38,1.9,4,1
2025-02-19,5,Fried Rice,2,0,37,5.0,10.5,0.38,1.9,4,1
2025-02-20,5,Fried Rice,3,0,47,5.0,10.5,0.38,1.9,4,1
2025-02-21,5,Fried Rice,4,0,43,5.0,10.5,0.38,1.9,4,1
2025-02-22,5,Fried Rice,5,1,43,5.0,10.5,0.38,1.9,4,1
2025-02-23,5,Fried Rice,6,1,45,5.0,10.5,0.38,1.9,4,1
2025-02-24,5,Fried Rice,0,0,24,5.0,10.5,0.38,1.9,4,1
2025-02-25,5,Fried Rice,1,0,31,5.0,10.5,0.38,1.9,4,1
2025-02-26,5,Fried Rice,2,0,35,5.0,10.5,0.38,1.9,4,1
2025-02-27,5,Fried Rice,3,0,35,5.0,10.5,0.38,1.9,4,1
2025-02-28,5,Fried Rice,4,0,46,5.0,10.5,0.38,1.9,4,1
2025-03-01,5,Fried Rice,5,1,48,5.0,10.5,0.38,1.9,4,1
2025-03-02,5,Fried Rice,6,1,46,5.0,10.5,0.38,1.9,4,1
2025-03-03,5,Fried Rice,0,0,28,5.0,10.5,0.38,1.9,4,1
2025-03-04,5,Fried Rice,1,0,37,5.0,10.5,0.38,1.9,4,1
2025-03-05,5,Fried Rice,2,0,43,5.0,10.5,0.38,1.9,4,1
2025-03-06,5,Fried Rice,3,0,31,5.0,10.5,0.38,1.9,4,1
2025-03-07,5,Fried Rice,4,0,38,5.0,10.5,0.38,1.9,4,1
2025-03-08,5,Fried Rice,5,1,54,5.0,10.5,0.38,1.9,4,1
2025-03-09,5,Fried Rice,6,1,42,5.0,10.5,0.38,1.9,4,1
2025-03-10,5,Fried Rice,0,0,39,5.0,10.5,0.38,1.9,4,1
2025-03-11,5,Fried Rice,1,0,37,5.0,10.5,0.38,1.9,4,1
2025-03-12,5,Fried Rice,2,0,49,5.0,10.5,0.38,1.9,4,1
2025-03-13,5,Fried Rice,3,0,37,5.0,10.5,0.38,1.9,4,1
2025-03-14,5,Fried Rice,4,0,44,5.0,10.5,0.38,1.9,4,1
2025-03-15,5,Fried Rice,5,1,55,5.0,10.5,0.38,1.9,4,1
2025-03-16,5,Fried Rice,6,1,42,5.0,10.5,0.38,1.9,4,1
2025-03-17,5,Fried Rice,0,0,28,5.0,10.5,0.38,1.9,4,1
2025-03-18,5,Fried Rice,1,0,31,5.0,10.5,0.38,1.9,4,1
2025-03-19,5,Fried Rice,2,0,38,5.0,10.5,0.38,1.9,4,1
2025-03-20,5,Fried Rice,3,0,29,5.0,10.5,0.38,1.9,4,1
2025-03-21,5,Fried Rice,4,0,46,5.0,10.5,0.38,1.9,4,1
2025-03-22,5,Fried Rice,5,1,45,5.0,10.5,0.38,1.9,4,1
2025-03-23,5,Fried Rice,6,1,50,5.0,10.5,0.38,1.9,4,1
2025-03-24,5,Fried Rice,0,0,21,5.0,10.5,0.38,1.9,4,1
2025-03-25,5,Fried Rice,1,0,30,5.0,10.5,0.38,1.9,4,1
2025-03-26,5,Fried Rice,2,0,27,5.0,10.5,0.38,1.9,4,1
2025-03-27,5,Fried Rice,3,0,33,5.0,10.5,0.38,1.9,4,1
2025-03-28,5,Fried Rice,4,0,45,5.0,10.5,0.38,1.9,4,1
2025-03-29,5,Fried Rice,5,1,48,5.0,10.5,0.38,1.9,4,1
2025-03-30,5,Fried Rice,6,1,44,5.0,10.5,0.38,1.9,4,1
2025-03-31,5,Fried Rice,0,0,32,5.0,10.5,0.38,1.9,4,1
2025-01-01,6,Noodles,2,0,24,4.98,10.45,0.38,1.9,4,1
2025-01-02,6,Noodles,3,0,34,4.98,10.45,0.38,1.9,4,1
2025-01-03,6,Noodles,4,0,39,4.98,10.45,0.38,1.9,4,1
2025-01-04,6,Noodles,5,1,42,4.98,10.45,0.38,1.9,4,1
2025-01-05,6,Noodles,6,1,39,4.98,10.45,0.38,1.9,4,1
2025-01-06,6,Noodles,0,0,29,4.98,10.45,0.38,1.9,4,1
2025-01-07,6,Noodles,1,0,43,4.98,10.45,0.38,1.9,4,1
2025-01-08,6,Noodles,2,0,34,4.98,10.45,0.38,1.9,4,1
2025-01-09,6,Noodles,3,0,29,4.98,10.45,0.38,1.9,4,1
2025-01-10,6,Noodles,4,0,32,4.98,10.45,0.38,1.9,4,1
2025-01-11,6,Noodles,5,1,35,4.98,10.45,0.38,1.9,4,1
2025-01-12,6,Noodles,6,1,31,4.98,10.45,0.38,1.9,4,1
2025-01-13,6,Noodles,0,0,23,4.98,10.45,0.38,1.9,4,1
2025-01-14,6,Noodles,1,0,28,4.98,10.45,0.38,1.9,4,1
2025-01-15,6,Noodles,2,0,32,4.98,10.45,0.38,1.9,4,1
2025-01-16,6,Noodles,3,0,31,4.98,10.45,0.38,1.9,4,1
2025-01-17,6,Noodles,4,0,33,4.98,10.45,0.38,1.9,4,1
2025-01-18,6,Noodles,5,1,45,4.98,10.45,0.38,1.9,4,1
2025-01-19,6,Noodles,6,1,41,4.98,10.45,0.38,1.9,4,1
2025-01-20,6,Noodles,0,0,27,4.98,10.45,0.38,1.9,4,1
2025-01-21,6,Noodles,1,0,26,4.98,10.45,0.38,1.9,4,1
2025-01-22,6,Noodles,2,0,33,4.98,10.45,0.38,1.9,4,1
2025-01-23,6,Noodles,3,0,32,4.98,10.45,0.38,1.9,4,1
2025-01-24,6,Noodles,4,0,30,4.98,10.45,0.38,1.9,4,1
2025-01-25,6,Noodles,5,1,41,4.98,10.45,0.38,1.9,4,1
2025-01-26,6,Noodles,6,1,39,4.98,10.45,0.38,1.9,4,1
2025-01-27,6,Noodles,0,0,24,4.98,10.45,0.38,1.9,4,1
2025-01-28,6,Noodles,1,0,35,4.98,10.45,0.38,1.9,4,1
2025-01-29,6,Noodles,2,0,29,4.98,10.45,0.38,1.9,4,1
2025-01-30,6,Noodles,3,0,38,4.98,10.45,0.38,1.9,4,1
2025-01-31,6,Noodles,4,0,43,4.98,10.45,0.38,1.9,4,1
2025-02-01,6,Noodles,5,1,40,4.98,10.45,0.38,1.9,4,1
2025-02-02,6,Noodles,6,1,40,4.98,10.45,0.38,1.9,4,1
2025-02-03,6,Noodles,0,0,17,4.98,10.45,0.38,1.9,4,1
2025-02-04,6,Noodles,1,0,24,4.98,10.45,0.38,1.9,4,1
2025-02-05,6,Noodles,2,0,30,4.98,10.45,0.38,1.9,4,1
2025-02-06,6,Noodles,3,0,27,4.98,10.45,0.38,1.9,4,1
2025-02-07,6,Noodles,4,0,41,4.98,10.45,0.38,1.9,4,1
2025-02-08,6,Noodles,5,1,52,4.98,10.45,0.38,1.9,4,1
2025-02-09,6,Noodles,6,1,33,4.98,10.45,0.38,1.9,4,1
2025-02-10,6,Noodles,0,0,25,4.98,10.45,0.38,1.9,4,1
2025-02-11,6,Noodles,1,0,31,4.98,10.45,0.38,1.9,4,1
2025-02-12,6,Noodles,2,0,39,4.98,10.45,0.38,1.9,4,1
2025-02-13,6,Noodles,3,0,26,4.98,10.45,0.38,1.9,4,1
2025-02-14,6,Noodles,4,0,39,4.98,10.45,0.38,1.9,4,1
2025-02-15,6,Noodles,5,1,52,4.98,10.45,0.38,1.9,4,1
2025-02-16,6,Noodles,6,1,31,4.98,10.45,0.38,1.9,4,1
2025-02-17,6,Noodles,0,0,23,4.98,10.45,0.38,1.9,4,1
2025-02-18,6,Noodles,1,0,33,4.98,10.45,0.38,1.9,4,1
2025-02-19,6,Noodles,2,0,35,4.98,10.45,0.38,1.9,4,1
2025-02-20,6,Noodles,3,0,37,4.98,10.45,0.38,1.9,4,1
2025-02-21,6,Noodles,4,0,40,4.98,10.45,0.38,1.9,4,1
2025-02-22,6,Noodles,5,1,34,4.98,10.45,0.38,1.9,4,1
2025-02-23,6,Noodles,6,1,42,4.98,10.45,0.38,1.9,4,1
2025-02-24,6,Noodles,0,0,27,4.98,10.45,0.38,1.9,4,1
2025-02-25,6,Noodles,1,0,37,4.98,10.45,0.38,1.9,4,1
2025-02-26,6,Noodles,2,0,29,4.98,10.45,0.38,1.9,4,1
2025-02-27,6,Noodles,3,0,30,4.98,10.45,0.38,1.9,4,1
2025-02-28,6,Noodles,4,0,42,4.98,10.45,0.38,1.9,4,1
2025-03-01,6,Noodles,5,1,47,4.98,10.45,0.38,1.9,4,1
2025-03-02,6,Noodles,6,1,42,4.98,10.45,0.38,1.9,4,1
2025-03-03,6,Noodles,0,0,21,4.98,10.45,0.38,1.9,4,1
2025-03-04,6,Noodles,1,0,34,4.98,10.45,0.38,1.9,4,1
2025-03-05,6,Noodles,2,0,27,4.98,10.45,0.38,1.9,4,1
2025-03-06,6,Noodles,3,0,35,4.98,10.45,0.38,1.9,4,1
2025-03-07,6,Noodles,4,0,32,4.98,10.45,0.38,1.9,4,1
2025-03-08,6,Noodles,5,1,46,4.98,10.45,0.38,1.9,4,1
2025-03-09,6,Noodles,6,1,37,4.98,10.45,0.38,1.9,4,1
2025-03-10,6,Noodles,0,0,24,4.98,10.45,0.38,1.9,4,1
2025-03-11,6,Noodles,1,0,40,4.98,10.45,0.38,1.9,4,1
2025-03-12,6,Noodles,2,0,40,4.98,10.45,0.38,1.9,4,1
2025-03-13,6,Noodles,3,0,31,4.98,10.45,0.38,1.9,4,1
2025-03-14,6,Noodles,4,0,47,4.98,10.45,0.38,1.9,4,1
2025-03-15,6,Noodles,5,1,42,4.98,10.45,0.38,1.9,4,1
2025-03-16,6,Noodles,6,1,41,4.98,10.45,0.38,1.9,4,1
2025-03-17,6,Noodles,0,0,32,4.98,10.45,0.38,1.9,4,1
2025-03-18,6,Noodles,1,0,28,4.98,10.45,0.38,1.9,4,1
2025-03-19,6,Noodles,2,0,36,4.98,10.45,0.38,1.9,4,1
2025-03-20,6,Noodles,3,0,32,4.98,10.45,0.38,1.9,4,1
2025-03-21,6,Noodles,4,0,38,4.98,10.45,0.38,1.9,4,1
2025-03-22,6,Noodles,5,1,52,4.98,10.45,0.38,1.9,4,1
2025-03-23,6,Noodles,6,1,36,4.98,10.45,0.38,1.9,4,1
2025-03-24,6,Noodles,0,0,19,4.98,10.45,0.38,1.9,4,1
2025-03-25,6,Noodles,1,0,40,4.98,10.45,0.38,1.9,4,1
2025-03-26,6,Noodles,2,0,46,4.98,10.45,0.38,1.9,4,1
2025-03-27,6,Noodles,3,0,33,4.98,10.45,0.38,1.9,4,1
2025-03-28,6,Noodles,4,0,31,4.98,10.45,0.38,1.9,4,1
2025-03-29,6,Noodles,5,1,44,4.98,10.45,0.38,1.9,4,1
2025-03-30,6,Noodles,6,1,41,4.98,10.45,0.38,1.9,4,1
2025-03-31,6,Noodles,0,0,30,4.98,10.45,0.38,1.9,4,1
2025-01-01,7,Sandwich,2,0,24,4.8,10.0,0.37,1.88,3,1
2025-01-02,7,Sandwich,3,0,24,4.8,10.0,0.37,1.88,3,1
2025-01-03,7,Sandwich,4,0,18,4.8,10.0,0.37,1.88,3,1
2025-01-04,7,Sandwich,5,1,32,4.8,10.0,0.37,1.88,3,1
2025-01-05,7,Sandwich,6,1,36,4.8,10.0,0.37,1.88,3,1
2025-01-06,7,Sandwich,0,0,20,4.8,10.0,0.37,1.88,3,1
2025-01-07,7,Sandwich,1,0,22,4.8,10.0,0.37,1.88,3,1
2025-01-08,7,Sandwich,2,0,24,4.8,10.0,0.37,1.88,3,1
2025-01-09,7,Sandwich,3,0,25,4.8,10.0,0.37,1.88,3,1
2025-01-10,7,Sandwich,4,0,18,4.8,10.0,0.37,1.88,3,1
2025-01-11,7,Sandwich,5,1,29,4.8,10.0,0.37,1.88,3,1
2025-01-12,7,Sandwich,6,1,25,4.8,10.0,0.37,1.88,3,1
2025-01-13,7,Sandwich,0,0,28,4.8,10.0,0.37,1.88,3,1
2025-01-14,7,Sandwich,1,0,20,4.8,10.0,0.37,1.88,3,1
2025-01-15,7,Sandwich,2,0,29,4.8,10.0,0.37,1.88,3,1
2025-01-16,7,Sandwich,3,0,17,4.8,10.0,0.37,1.88,3,1
2025-01-17,7,Sandwich,4,0,29,4.8,10.0,0.37,1.88,3,1
2025-01-18,7,Sandwich,5,1,31,4.8,10.0,0.37,1.88,3,1
2025-01-19,7,Sandwich,6,1,23,4.8,10.0,0.37,1.88,3,1
2025-01-20,7,Sandwich,0,0,21,4.8,10.0,0.37,1.88,3,1
2025-01-21,7,Sandwich,1,0,26,4.8,10.0,0.37,1.88,3,1
2025-01-22,7,Sandwich,2,0,20,4.8,10.0,0.37,1.88,3,1
2025-01-23,7,Sandwich,3,0,15,4.8,10.0,0.37,1.88,3,1
2025-01-24,7,Sandwich,4,0,26,4.8,10.0,0.37,1.88,3,1
2025-01-25,7,Sandwich,5,1,25,4.8,10.0,0.37,1.88,3,1
2025-01-26,7,Sandwich,6,1,26,4.8,10.0,0.37,1.88,3,1
2025-01-27,7,Sandwich,0,0,20,4.8,10.0,0.37,1.88,3,1
2025-01-28,7,Sandwich,1,0,17,4.8,10.0,0.37,1.88,3,1
2025-01-29,7,Sandwich,2,0,18,4.8,10.0,0.37,1.88,3,1
2025-01-30,7,Sandwich,3,0,25,4.8,10.0,0.37,1.88,3,1
2025-01-31,7,Sandwich,4,0,24,4.8,10.0,0.37,1.88,3,1
2025-02-01,7,Sandwich,5,1,18,4.8,10.0,0.37,1.88,3,1
2025-02-02,7,Sandwich,6,1,31,4.8,10.0,0.37,1.88,3,1
2025-02-03,7,Sandwich,0,0,22,4.8,10.0,0.37,1.88,3,1
2025-02-04,7,Sandwich,1,0,18,4.8,10.0,0.37,1.88,3,1
2025-02-05,7,Sandwich,2,0,16,4.8,10.0,0.37,1.88,3,1
2025-02-06,7,Sandwich,3,0,27,4.8,10.0,0.37,1.88,3,1
2025-02-07,7,Sandwich,4,0,29,4.8,10.0,0.37,1.88,3,1
2025-02-08,7,Sandwich,5,1,41,4.8,10.0,0.37,1.88,3,1
2025-02-09,7,Sandwich,6,1,30,4.8,10.0,0.37,1.88,3,1
2025-02-10,7,Sandwich,0,0,22,4.8,10.0,0.37,1.88,3,1
2025-02-11,7,Sandwich,1,0,21,4.8,10.0,0.37,1.88,3,1
2025-02-12,7,Sandwich,2,0,26,4.8,10.0,0.37,1.88,3,1
2025-02-13,7,Sandwich,3,0,26,4.8,10.0,0.37,1.88,3,1
2025-02-14,7,Sandwich,4,0,33,4.8,10.0,0.37,1.88,3,1
2025-02-15,7,Sandwich,5,1,28,4.8,10.0,0.37,1.88,3,1
2025-02-16,7,Sandwich,6,1,26,4.8,10.0,0.37,1.88,3,1
2025-02-17,7,Sandwich,0,0,19,4.8,10.0,0.37,1.88,3,1
2025-02-18,7,Sandwich,1,0,29,4.8,10.0,0.37,1.88,3,1
2025-02-19,7,Sandwich,2,0,34,4.8,10.0,0.37,1.88,3,1
2025-02-20,7,Sandwich,3,0,21,4.8,10.0,0.37,1.88,3,1
2025-02-21,7,Sandwich,4,0,26,4.8,10.0,0.37,1.88,3,1
2025-02-22,7,Sandwich,5,1,32,4.8,10.0,0.37,1.88,3,1
2025-02-23,7,Sandwich,6,1,27,4.8,10.0,0.37,1.88,3,1
2025-02-24,7,Sandwich,0,0,25,4.8,10.0,0.37,1.88,3,1
2025-02-25,7,Sandwich,1,0,11,4.8,10.0,0.37,1.88,3,1
2025-02-26,7,Sandwich,2,0,19,4.8,10.0,0.37,1.88,3,1
2025-02-27,7,Sandwich,3,0,20,4.8,10.0,0.37,1.88,3,1
2025-02-28,7,Sandwich,4,0,17,4.8,10.0,0.37,1.88,3,1
2025-03-01,7,Sandwich,5,1,27,4.8,10.0,0.37,1.88,3,1
2025-03-02,7,Sandwich,6,1,25,4.8,10.0,0.37,1.88,3,1
2025-03-03,7,Sandwich,0,0,20,4.8,10.0,0.37,1.88,3,1
2025-03-04,7,Sandwich,1,0,27,4.8,10.0,0.37,1.88,3,1
